name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,release_clause_eur,team_position,team_jersey_number,joined,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_league,likes,dislikes,follows,comments,minutes_played_overall,goals_overall,clean_sheets_overall
Emiliano Viviano,32,195,90,Italy,Sporting CP,83,83,15000000,17000,Left,2,2,1,Stocky,30000000.0,SUB,1,01/07/2018,2020,,,,,,,83.0,84.0,79.0,85.0,32.0,81.0,12,17,13,36,13,18,14,16,37,22,30,33,35,78,32,21,66,29,58,18,18,10,10,60,21,64,27,10,12,83,84,79,81,85, Portuguese Liga ZON SAGRES (1),3.0,0.0,32.0,"['', 'Claramente não pode ser utilizado...', '', '', 'Rescendiu! E fez bem, o Varandas está a fazer um mandato digno de Godinho Lopes. ', ""I'm shocked, he's actually good?Go figure"", '', '', '', 'viviano e demiral nesse 11.... ai a minha vida, só de pensar nisso é uma dor de alma. ambos teriam facilmente lugar no sporting', 'Goodbye :c', ""Let's hope it's just a «See You Soon»"", 'Should go back to Serie A.', 'he will go to SPAL', ""He didn't played one still?"", '79/79', ""Renan ain't no Bruno Varela"", '', 'But surely Viviano should be picking up some games by now...', '79']",1525,0,4
Rui Pedro dos Santos Patrício,30,190,84,Portugal,Wolverhampton Wanderers,83,83,16500000,74000,Left,3,2,1,Normal,31400000.0,GK,11,18/06/2018,2022,,,,,,,85.0,81.0,80.0,82.0,55.0,79.0,12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,64,32,66,14,13,11,85,81,80,79,82, English Premier League (1),21.0,3.0,116.0,"['He has been great, even better than last season', 'Top keeper who made some great saves today', 'More accurate I think. ', '', '', '85/85', 'That fact that his kicking has gone up shows how clueless EA really are', '84 Overall Rating ', '86', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3330,0,8
Danijel Subašić,33,191,84,Croatia,AS Monaco,83,83,13000000,70000,Right,3,2,1,Normal,24700000.0,GK,1,24/01/2012,2020,,,,,,,82.0,80.0,79.0,84.0,53.0,82.0,11,10,13,24,13,11,24,57,26,19,51,54,42,78,37,24,75,32,80,14,31,20,15,52,23,65,14,14,13,82,80,79,82,84, French Ligue 1 (1),12.0,1.0,51.0,"['81/81', ""No one's talking about that 57 fk lol"", 'https://www.youtube.com/watch?v=GmacDD8wJFc', ""Oh and for the little anecdote, this guy who is warming up in the back is N'Golo Kanté when he was playing for Boulogne sur Mer in Ligue 2"", ' ', '', ""It's quite crazy to think that they will face each other 6 years later in a WC final when they were playing a typical Ligue 2 game between Monaco and Boulogne sur Mer"", 'love these types of fun fact..!', 'well spotted!', ""His and Mandzukic's absence were evident."", 'Vrsaljko was good in attack and defence, hope he can make it for Tottenham', 'Oof he got injured for the whole season ', ""He's retiring from the Croatian National Team. IMO it's a great way to end it."", '82/82 really bad this World Cup, and not much better with Monaco this season should never have 85 has Never been that good', 'u must be high af', 'I don’t do such things', 'what kind of drugs you are in to ?', 'None he was shit both last goals in the final were his fault, he conceded 8 goals in 4 games', 'he was injured ... he got injured like thrice in a match .. they didnt had any other GK and he could not play .. watch highlights !', 'Oh yeah I forgot about his injury']",1138,0,4
Gianluigi Donnarumma,19,196,90,Italy,Milan,82,93,29000000,23000,Right,3,3,1,Normal,55100000.0,GK,99,01/07/2015,2021,,,,,,,88.0,78.0,72.0,88.0,50.0,78.0,12,12,12,34,8,28,12,14,24,28,46,54,64,74,38,24,72,34,72,18,30,26,14,50,24,68,20,14,16,88,78,72,78,88, Italian Serie A (1),579.0,43.0,3417.0,"['                Havertz', '     Odegaard', '                       Tonali', '', 'Cucurella                          TAA', '            zagadou   De ligt', '                 ', '               Donnarumma ', '', 'Reserve: ', 'A. Lafont', 'joao felix', 'Osimhen', 'Mount', 'Valverde', 'Vinicius ', 'Rodrygo', 'E. Palacios', 'Camavinga ', 'Konate']",3092,0,11
Koen Casteels,26,197,86,Belgium,VfL Wolfsburg,82,85,19500000,46000,Left,2,3,1,Normal,34600000.0,GK,1,21/01/2015,2021,,,,,,,83.0,77.0,77.0,83.0,45.0,81.0,15,15,14,35,13,14,20,13,37,23,44,46,50,81,43,21,58,44,72,18,33,16,15,42,20,40,11,19,17,83,77,77,81,83, German 1. Bundesliga (1),8.0,1.0,132.0,"['Incredible how so little people talk about him, although he is class', 'better than Courtois', ""Not at all. Courtois is world class, the blame he's getting today for the horrible form of Madrid is so unreasonable. Casteels on the other hand is also incredibly good. But there is still a significant difference between them."", '', 'Casteels deservers 84/87 anyway.', 'Lol it was a troll. I was surprised when I knew that Courtois was his teammate at Genk', ""He was even considered the better talent at the time, but he was injured when Genk's first keeper at the time was out with an injury. If he wasn't injured at the time, he would have been the replacement and not Courtois. Maybe everything would have been different then and Casteels would end up at Real Madrid."", 'good troll', '84/88', 'second best goalkeeper after Neuer', 'Upgrade 84/88', 'Linked with Barca to replace Cillessen next season, but choosing the bench might not be the best decision for his career.', 'like for Cillessen?', 'Exactly', ""so I hope he doesn't do the same mistake"", ""Actually, Cillessen himself has admitted he's become a better GK at Barca, and his stock has risen up after few years at Barca. He could leave to become a starter at a top club with decent salary due to his move to Barca. If given a chance, Casteels would rush to the airport to catch a flight at Barca, and it wouldn't be a bad career move. Remember, Cillessen was playing at a bigger club than him."", 'Those stats do not represent an 83 rating.', 'how is his distribution?', ""I don't know if I am allowed to post it here but look up the match highlights (Augsburg - Wolfsburg 2:3). His pass before the last goal (3-2) was absolutely beautiful."", '84/87']",2296,0,8
Jiří Pavlenka,26,196,81,Czech Republic,SV Werder Bremen,82,85,19500000,30000,Right,1,3,1,Lean,34600000.0,GK,1,01/07/2017,2020,,,,,,,85.0,78.0,68.0,85.0,36.0,78.0,11,16,14,28,19,12,10,14,17,19,35,37,39,78,27,21,36,20,68,17,22,13,14,25,18,39,12,10,14,85,78,68,78,85, German 1. Bundesliga (1),23.0,0.0,96.0,"['has a bad season... why are you complaining about the downgrade', ""Bremen has a bad season, but he is very solid, if bremen doesn't have him, they will be relegated"", 'Non sense downgrade. He has been one of the best keepers in Bundesliga.', 'He has 41 goals conceded in 17 league matches, of course he’s getting downgraded', 'wtf is that downgrade?! pavlenka is a beast', '85/87', '85/87', '85/87', 'Top 10 keeper', ""I'm scared he could leave us next season, but I think with Kapino we have a goalkeeper who is able to be also a solid Bundesliga keeper too.  "", '85/88', '85/88', 'Top 15 keeper itw', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2979,0,5
Yann Sommer,29,183,79,Switzerland,Borussia Mönchengladbach,82,83,17000000,32000,Right,3,4,1,Normal,30200000.0,GK,1,01/07/2014,2021,,,,,,,77.0,84.0,80.0,81.0,51.0,80.0,13,13,10,40,8,15,12,13,31,25,48,54,55,80,58,23,73,45,68,12,38,21,15,58,24,57,9,19,12,77,84,80,80,81, German 1. Bundesliga (1),21.0,2.0,147.0,"['Still not enough. Probably 86 or 87.', 'Swap diving with handling I think', 'Easily 87', 'Sooo underrated', 'Why only 79 Driving wtf?', 'Handling 85 lol', 'Mile ahead of Bürki!If Bürki is 85 then Sommer should be 90 lol', 'So sad that he is so underrated... should def. get a 86', '87/88 he is so good', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3060,0,13
Iker Casillas Fernández,37,185,84,Spain,FC Porto,82,82,1500000,10000,Left,4,2,1,Normal,3000000.0,GK,1,12/07/2015,2019,,,,,,,87.0,74.0,58.0,84.0,58.0,82.0,13,12,25,21,14,25,25,13,22,23,59,57,62,77,46,28,77,43,70,13,23,22,16,65,24,70,24,11,13,87,74,58,82,84, Portuguese Liga ZON SAGRES (1),48.0,8.0,162.0,"['Signed him for salford lol', 'So did he retire or not?', ""He's trying his best to be medically cleared to come back, so no, he didn't retire."", 'Should go to REAL MADRID for the last season. I heard that Navas will probably leave for PSG and he will not be longer a Courtois replacement. Casillas will be 39 years old next year and he broke his career due heart attack.  He can no longer play as often as last season, so the role of a substitute would be perfect.  And it should be noted that Buffon returned to Juventus for his last season as a substitute for Szczęsny. Despite all the way fucking Perez got rid of Casillas in 2015, I think Iker would agree to act as a substitute, after all this is his BELOVED CLUB. And finally I would like to see Real-Juventus match, farewell to Iker and Gianluigi, two legends. I say this as a Barcelona fan. What do you think about it????? Is it POSSIBLE??', 'that would be legendary!!', ""would have been a great idea, plus the #1 jersey was vacant until they agreed areola's loan"", ""after the way he was kicked out of real madrid i can't see it happening really"", '', 'GOAT of keepers', ""He has been picked for Porto's squad for the 2019 /2020 season. San Iker. 🤴🙌"", 'Iker Casillas, que maravilla', 'In his prime he was probably the best goalkeeper I’ve ever seen and one of the most respectable players ever ', ""You haven't seen enough goalkeepers then"", 'Within the last 20 years he’s for Sure top 5 ', ""If you're going on the past 20-25 years, then yes. He is easily top 3. For me he is the best during that span of time, however, everyone will have their own opinion. In no particular order, Casillas, Buffon, van der Sar, Cech and Kahn."", 'Thats fair enough all those goalkeepers have been amazing at some point ', ""Buffon, Casillas, Cech, Julio Cesar, Neuer, Lloris, Handanović, Kahn, Dida, Van der Saar, Schmeichel, Barthezz, Seaman, Lehmann, Higuita, Zubizzarreta, Preud'homme, De Gea, Courtois, Oblak, Ter Stegen, Alisson, Ederson, Szczęsny, Leno, Arrizabalaga, Valdes, Reina????? Top goalkeepers ever"", '', 'Valdes? please...', 'Dude tried to slip Leno and Kepa in there too😂😂😂']",2790,0,18
Petr Čech,36,196,90,Czech Republic,Arsenal,82,82,3000000,60000,Left,4,3,1,Normal,5700000.0,GK,1,29/06/2015,2019,,,,,,,78.0,82.0,70.0,79.0,37.0,83.0,19,12,19,35,17,12,13,19,33,22,35,38,46,77,34,21,50,32,63,11,17,23,13,53,23,63,12,13,12,78,82,70,83,79, English Premier League (1),40.0,2.0,154.0,"['1 of the all time premier league greats', ""ffs man the bloke's had a great career, but he's easily one of our worst ever signings, for us he was like almunia with a hat"", '851 games. 14 major trophies wow ""Best Goalkeeper In The Premier League History Ever""', 'Gifted Chelsea the trophy big time', 'Happy retirement to a quality keeper!', 'Happy finale LOL', 'This legend is up there with Schmeichel as the greatest goalkeeper the premier league has ever seen.', 'A pleasure to see you playing 🙌', 'And Van Der Sar', 'Goodbye legend', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",585,0,2
Andrea Consigli,31,189,82,Italy,Sassuolo,82,82,13500000,52000,Right,2,3,1,Lean,23000000.0,GK,47,01/09/2014,2022,,,,,,,82.0,83.0,72.0,83.0,40.0,82.0,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,24,80,31,51,19,11,15,10,46,21,63,10,17,19,82,83,72,82,83, Italian Serie A (1),8.0,2.0,61.0,"['Consigli is a product of Atalanta and can well strengthen the goal line alongside Gollini this season 19/20.', '80/80', 'Galera,Eu conseguir chegar com o Consigli 93 no Fifa 17.Mas então como o potencial dele e 82?', '88/92', 'Ahahahahha', 'Those saves today oh boi', 'Does he deserve national team?', 'If they play against Inter he should be the starter for sure', 'Yes, definitely, him, Viviano, Perin and Sirigu are the best italian goalkeepers for the national squad.', 'Trait added : On fire every time he meets Inter', 'Again yesterday', 'Upgrade his reactions already as well!', 'Linked with benfica. I hope we go for him, despite being 30, if Julio Cesar retires in a year or two he would still be 31/32 and at the top of his game', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3214,0,12
Salvatore Sirigu,31,192,80,Italy,Torino,82,82,13500000,45000,Right,3,2,1,Normal,23000000.0,GK,39,27/06/2017,2022,,,,,,,84.0,76.0,76.0,81.0,51.0,83.0,13,10,11,23,12,15,11,11,28,18,50,51,52,75,55,20,68,34,66,14,34,20,10,55,19,62,14,11,13,84,76,76,83,81, Italian Serie A (1),19.0,1.0,85.0,"['Way better than Buffon', 'Good joke', 'Its obvious , Buffon Is 41 and doesnt play much', ""Torino's best player this initial games"", 'With Belotti', '(85/85)', 'He MUST be upgraded to 85 or 86 in fifa 20. He was unbelievable this season', '85/85', 'I always buy him for my juve cm', 'Seems a bit unnecessary, with Szczesny and Perin. Do you sell either of them, and take Sirigu as second? How much do you usually pay for him?', 'I swap szcezny for sirigu', 'Unreal keeper.', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3170,0,14
Gerónimo Rulli,26,189,84,Argentina,Real Sociedad,81,86,16500000,28000,Right,3,3,1,Lean,35900000.0,GK,1,01/01/2017,2022,,,,,,,83.0,78.0,74.0,84.0,51.0,79.0,12,15,12,32,16,14,19,20,23,15,54,48,58,76,50,24,68,42,73,17,26,21,12,58,24,61,15,13,17,83,78,74,79,84, Spain Primera Division (1),106.0,5.0,878.0,"['Is this dude the only one who wears sweatpants in game?', 'How does this guy still have 85 potential', 'Esta bien si es un arquerazo ', '82/84', 'Fans of Montpellier :', 'How is Rulli doing?? Deserves 81 or more???', 'I think 81 is fine', 'He has been fantastic for us so far.', '(81/83)', 'Deben dejarlo en 81 de media y sin potencial', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2430,0,7
